OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150411063900:FM:0.875:,Field Msr/Obs,Water,,2015-04-11,06:39:00,EST,,,,0.875,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen (DO),,13,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150613045500:FM:0.866666666666667:,Field Msr/Obs,Water,,2015-06-13,04:55:00,EST,,,,0.866666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,0.76,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150509051000:FM:0.333333333333333:,Field Msr/Obs,Water,,2015-05-09,05:10:00,EST,,,,0.333333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,19,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150411063900:FM:0.875:,Field Msr/Obs,Water,,2015-04-11,06:39:00,EST,,,,0.875,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150808043500:FM:0.5:,Field Msr/Obs,Water,,2015-08-08,04:35:00,EST,,,,0.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,696,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150509034500:FM:2.08333333333333:,Field Msr/Obs,Water,,2015-05-09,03:45:00,EST,,,,2.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.04564,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150411051500:FM:,Field Msr/Obs,Water,,2015-04-11,05:15:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Turbidity,,0.71,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150613063000:FM:,Field Msr/Obs,Water,,2015-06-13,06:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20151010045000:FM:0.166666666666667:,Field Msr/Obs,Water,,2015-10-10,04:50:00,EST,,,,0.166666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,14,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150613050500:FM:0.25:,Field Msr/Obs,Water,,2015-06-13,05:05:00,EST,,,,0.25,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Conductivity,,698,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150912040000:FM:1.5:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen saturation,,85,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150613050500:FM:0.25:,Field Msr/Obs,Water,,2015-06-13,05:05:00,EST,,,,0.25,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Orthophosphate,Unfiltered,0.01304,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150912040000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen saturation,,75,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150912043000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:30:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen saturation,,43,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150711040200:FM:1.47916666666667:,Field Msr/Obs,Water,,2015-07-11,04:02:00,EST,,,,1.47916666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,"Temperature, water",,23.5,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150912040000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Orthophosphate,Unfiltered,0.03586,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150613045500:FM:0.866666666666667:,Field Msr/Obs,Water,,2015-06-13,04:55:00,EST,,,,0.866666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen saturation,,95,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150509064000:FM:,Field Msr/Obs,Water,,2015-05-09,06:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Turbidity,,1.9,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20151010061000:FM:1.85:,Field Msr/Obs,Water,,2015-10-10,06:10:00,EST,,,,1.85,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen (DO),,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150509034500:FM:2.08333333333333:,Field Msr/Obs,Water,,2015-05-09,03:45:00,EST,,,,2.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,"Temperature, water",,17,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151114033000:FM:1.04166666666667:,Field Msr/Obs,Water,,2015-11-14,03:30:00,EST,,,,1.04166666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen saturation,,84,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20151114041000:FM:2.7:,Field Msr/Obs,Water,,2015-11-14,04:10:00,EST,,,,2.7,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.0163,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150711040200:FM:1.47916666666667:,Field Msr/Obs,Water,,2015-07-11,04:02:00,EST,,,,1.47916666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,684,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150411034500:FM:3.5:,Field Msr/Obs,Water,,2015-04-11,03:45:00,EST,,,,3.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,0.63,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20151010061000:FM:1.85:,Field Msr/Obs,Water,,2015-10-10,06:10:00,EST,,,,1.85,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,0.53,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150411051500:FM:,Field Msr/Obs,Water,,2015-04-11,05:15:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen saturation,,92.5,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151114033000:FM:1.04166666666667:,Field Msr/Obs,Water,,2015-11-14,03:30:00,EST,,,,1.04166666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,2,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20151010061000:FM:1.85:,Field Msr/Obs,Water,,2015-10-10,06:10:00,EST,,,,1.85,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,630,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150711040200:FM:1.47916666666667:,Field Msr/Obs,Water,,2015-07-11,04:02:00,EST,,,,1.47916666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150808043500:FM:0.5:,Field Msr/Obs,Water,,2015-08-08,04:35:00,EST,,,,0.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151010043500:FM:0.416666666666667:,Field Msr/Obs,Water,,2015-10-10,04:35:00,EST,,,,0.416666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150808043500:FM:0.5:,Field Msr/Obs,Water,,2015-08-08,04:35:00,EST,,,,0.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,"Temperature, water",,22,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150912040000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Turbidity,,0.52,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150808054900:FM:1.5:,Field Msr/Obs,Water,,2015-08-08,05:49:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen (DO),,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20151010045000:FM:0.166666666666667:,Field Msr/Obs,Water,,2015-10-10,04:50:00,EST,,,,0.166666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Turbidity,,0.33,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150613061500:FM:1.33333333333333:,Field Msr/Obs,Water,,2015-06-13,06:15:00,EST,,,,1.33333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.0163,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150808043500:FM:0.5:,Field Msr/Obs,Water,,2015-08-08,04:35:00,EST,,,,0.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150411034500:FM:3.5:,Field Msr/Obs,Water,,2015-04-11,03:45:00,EST,,,,3.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.05542,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150912040000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150808054900:FM:1.5:,Field Msr/Obs,Water,,2015-08-08,05:49:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.01956,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150613045500:FM:0.866666666666667:,Field Msr/Obs,Water,,2015-06-13,04:55:00,EST,,,,0.866666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Orthophosphate,Unfiltered,0.01304,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150711065500:FM:,Field Msr/Obs,Water,,2015-07-11,06:55:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150912040000:FM:0:,Field Msr/Obs,Water,,2015-09-12,04:00:00,EST,,,,0,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,20,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150808043500:FM:0.5:,Field Msr/Obs,Water,,2015-08-08,04:35:00,EST,,,,0.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,0.69,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150613063000:FM:,Field Msr/Obs,Water,,2015-06-13,06:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151114033000:FM:1.04166666666667:,Field Msr/Obs,Water,,2015-11-14,03:30:00,EST,,,,1.04166666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,659,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150613061500:FM:1.33333333333333:,Field Msr/Obs,Water,,2015-06-13,06:15:00,EST,,,,1.33333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen (DO),,9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150808064000:FM:,Field Msr/Obs,Water,,2015-08-08,06:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Turbidity,,0.64,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150509034500:FM:2.08333333333333:,Field Msr/Obs,Water,,2015-05-09,03:45:00,EST,,,,2.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,722,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151114033000:FM:1.04166666666667:,Field Msr/Obs,Water,,2015-11-14,03:30:00,EST,,,,1.04166666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Orthophosphate,Unfiltered,0.0163,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150411041300:FM:1.875:,Field Msr/Obs,Water,,2015-04-11,04:13:00,EST,,,,1.875,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,1.68,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151010043500:FM:0.416666666666667:,Field Msr/Obs,Water,,2015-10-10,04:35:00,EST,,,,0.416666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,680,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150808043000:FM:0.166666666666667:,Field Msr/Obs,Water,,2015-08-08,04:30:00,EST,,,,0.166666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,23,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20150509043700:FM:1.0625:,Field Msr/Obs,Water,,2015-05-09,04:37:00,EST,,,,1.0625,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Orthophosphate,Unfiltered,0.05542,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150411034500:FM:3.5:,Field Msr/Obs,Water,,2015-04-11,03:45:00,EST,,,,3.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,566,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20151010061000:FM:1.85:,Field Msr/Obs,Water,,2015-10-10,06:10:00,EST,,,,1.85,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.06194,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20151010045000:FM:0.166666666666667:,Field Msr/Obs,Water,,2015-10-10,04:50:00,EST,,,,0.166666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150613061500:FM:1.33333333333333:,Field Msr/Obs,Water,,2015-06-13,06:15:00,EST,,,,1.33333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Nitrate,Unfiltered,0.3,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20151010060000:FM:,Field Msr/Obs,Water,,2015-10-10,06:00:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20150711033000:FM:2.75:,Field Msr/Obs,Water,,2015-07-11,03:30:00,EST,,,,2.75,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,615,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20150808064000:FM:,Field Msr/Obs,Water,,2015-08-08,06:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20151010043500:FM:0.416666666666667:,Field Msr/Obs,Water,,2015-10-10,04:35:00,EST,,,,0.416666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Orthophosphate,Unfiltered,0.02608,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20150509051000:FM:0.333333333333333:,Field Msr/Obs,Water,,2015-05-09,05:10:00,EST,,,,0.333333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
